"Name","Translation"
"monny","मोनी"
"monti","मोंटी"
"montu","मोंटू"
"monty","मोंटी"
"monu","मोनू"
"monupal","मोनूपाल"
"mookan","मूकन"
"moolchand","मूलचंद"
"mooldan","मूलदान"
"mooli","मूली"
"moona","मूना"
"moral","मोरल"
"morki","मोरकी"
"mosam","मौसम"
"moshad","मोशाद"
"moshri","मोशरी"
"mosim","मोसीम"
"moti","मोती"
"motilaal","मोतीलाल"
"motilal","मोतीलाल"
"motolal","मोतोलाल"
"mousam","मौसम"
"mousin","मौसीन"
"mridangini","मृदंगिनी"
"mrityunjay","मृत्युंजय"
"mrs","मिसेज"
"mubarik","मुबारिक"
"mubashir","मुबाशिर"
"mubshshira","मुबशिरा"
"mudasar","मुदासर"
"mudbir","मुदबीर"
"mudsay","मुदसय"
"muhmad","मुहम्मद"
"mujaffar","मुजफ्फर"
"mujefir","मुजेफिर"
"mujibu","मुजीबू"
"mukaram","मुकरम"
"mukat","मुक़त"
"mukeemuddin","मुक़ीमुद्दीन"
"mukesh","मुकेश"
"mukherjee","मुखर्जी"
"mukhtiyar","मुख्तियार"
"mukhtyar","मुख्त्यार"
"mukiman","मुकिमान"
"mukish","मुकेश"
"mukram","मुकराम"
"muksndi","मुक्संदी"
"mukund","मुकुंद"
"mul","मूल"
"muli","मुली"
"mulina","मूलीना"
"multan","मुल्तान"
"mum","मम"
"mumtaj","मुमताज"
"munbura","मुनबुरा"
"muneer","मुनीर"
"munesh","मुनेश"
"muni","मुनी"
"munia","मुनिया"
"munish","मुनिश"
"munkad","मुंकड़"
"munmun","मुनमुन"
"munna","मुन्ना"
"munnadevi","मुन्नादेवी"
"munnem","मुन्नेम"
"munnia","मुन्निया"
"munnu","मुन्नू"
"munny","मुन्नी"
"munsi","मुंसी"
"muntajar","मुंतजर"
"muntjar","मुंतजर"
"muqhtar","मुक़्तार"
"murad","मुराद"
"murli","मुरली"
"murshida","मुर्शिदा"
"mursida","मुर्शिदा"
"murti","मूर्ति"
"murtibai","मूर्तिबाई"
"musarrat","मुसर्रत"
"mushrraf","मुशर्रफ"
"musibat","मुसीबत"
"muskaan","मुस्कान"
"muskan","मुस्कान"
"muskarn","मुस्कान"
"muskhan","मुस्खान"
"muskuran","मुस्कुरान"
"musmi","मुस्मि"
"musra","मुस्रा"
"musrat","मुस्रत"
"mustak","मुस्ताक"
"mustaq","मुस्तक"
"mustikeem","मुस्तीकीम"
"mustkeem","मुस्तकीम"
"mustki","मुस्तकी"
"mustkim","मुस्तकीम"
"naajim","नाजिम"
"nabal","नाबल"
"nabi","नबी"
"nabila","नबीला"
"nachita","नचिता"
"nadeem","नदीम"
"nadem","नादेम"
"nadhim","नधीम"
"nadim","नदीम"
"nadini","नादिनी"
"nadir","नादिर"
"nadiya","नदिया"
"naeem","नईम"
"nafe","नाफे"
"nafeesa","नफीसा"
"nafisa","नफीसा"
"nagaji","नागाजी"
"nagender","नगेन्दर"
"nagendra","नगेंद्र"
"nagia","नगिया"
"nagina","नगीना"
"nagma","नगमा"
"nahani","नहानी"
"nahar","नहर"
"nahida","नाहिदा"
"naidu","नायडू"
"naima","नाईमा"
"naimuddin","नाईमुद्दीन"
"nain","नैन"
"naina","नैना"
"nainshi","नैंशी"
"nair","नायर"
"nairit","नैरित"
"nairita","नैरिता"
"naisi","नाइसी"
"naitik","नैतिक"
"najar","नजर"
"najara","नजारा"
"najarana","नजराना"
"najda","नाजदा"
"najim","नाजिम"
"najimuddin","नाजिमुद्दीन"
"najira","नाजीरा"
"najma","नजमा"
"najni","नाजनी"
"najo","नाजो"
"najrana","नजराना"
"najrin","नजरीन"
"najubai","नाजूबाई"
"nakched","नकचेद"
"nakul","नकुल"
"nalini","नलिनि"
"namarta","नमर्ता"
"name","नामे"
"nameeta","नमीता"
"namen","नामेन"
"namra","नमरा"
"nanagram","नानाग्राम"
"nanak","नानक"
"nancy","नैंसी"
"nand","नन्द"
"nandani","नंदनी"
"nandi","नंदी"
"nandini","नंदिनी"
"nandita","नंदिता"
"nandkishore","नंदकिशोर"
"nandni","नंदनी"
"nanhe","नन्हे"
"nankesh","नंकेश"
"nanki","नंकी"
"nanku","नानकू"
"nanni","नन्नी"
"nannu","नन्नू"
"nano","ननो"
"nanu","नानू"
"nanveet","ननवीत"
"narahari","नरहरि"
"naraini","नराइनी"
"narander","नरेंदर"
"narayan","नारायण"
"narbada","नर्मदा"
"narbda","नर्मदा"
"narbir","नरबीर"
"narendar","नरेंदर"
"narendera","नरेंद्र"
"narendra","नरेंद्र"
"nareshpal","नरेशपाल"
"nargish","नरगिश"
"narhasi","नरहासी"
"narinder","नरिंदर"
"narmada","नर्मदा"
"narmda","नर्मदा"
"narpendra","नरपेंद्र"
"narsa","नरसा"
"narsingh","नरसिंह"
"naruram","नरूराम"
"naryan","नरयाण"
"naryani","नरयाणी"
"nasar","नासर"
"naseeba","नसीबा"
"naseem","नसीम"
"nashima","नाशिमा"
"nashimuddin","नाशीमुद्दीन"
"nasibu","नसीबू"
"nasim","नसीम"
"nasima","नसीमा"
"nasreema","नसरीमा"
"nasreen","नसरीन"
"nasrin","नसरीन"
"nasruddin","नसरुद्दीन"
"nasrul","नसरुल"
"nassin","नसीन"
"nathani","नाथानी"
"nathi","नाथी"
"nathu","नाथू"
"nathulal","नाथूलाल"
"natthu","नत्थू"
"naulakh","नौलख"
"naushad","नौशाद"
"naushi","नौशी"
"naval","नवल"
"navdeep","नवदीप"
"naved","नवेद"
"naveeda","नवीदा"
"naveela","नवीला"
"naveen","नवीन"
"naveena","नवीना"
"navendra","नवेन्द्र"
"navi","नवी"
"navita","नविता"
"navjat","नवजात"
"navleen","नवलीन"
"navnit","नवनीत"
"navya","नव्या"
"nayamati","नायमती"
"nayan","नयन"
"nayana","नयना"
"nayna","नायना"
"neaha","नीहा"
"neelachal","नीलाचल"
"neelam","नीलम"
"neeli","नीली"
"neelima","नीलिमा"
"neelkant","नीलकंठ"
"neelu","नीलू"
"neema","नीमा"
"neemi","नीमी"
"neeraj","नीरज"
"neesa","नीसा"
"neesha","नीशा"
"neeshu","नीशु"
"neeta","नीता"
"neeti","नीति"
"neetu","नीतू"
"neeven","नीवेन"
"neha","नेहा"
"nehal","नेहल"
"neharika","नेहारिका"
"nek","नेक"
"nelam","नेलम"
"nemsi","नेमसी"
"nency","नेन्सी"
"neni","नेनी"
"nenshi","नेंशी"
"nensi","नेंसी"
"nepal","नेपाल"
"nesha","नेशा"
"netra","नेत्रा"
"netram","नेत्राम"
"nibha","निभा"
"nibo","निबो"
"nida","निदा"
"nidhi","निधि"
"nihal","निहाल"
"nijam","निजाम"
"nijamuddin","निजामुद्दीन"
"nijamudeen","निजामुद्दीन"
"nikahat","निकाहत"
"nikhad","निखाद"
"nikhat","निखत"
"nikhil","निखिल"
"nikkhar","निक्खर"
"niksiya","निक्षिया"
"nilaadrii","नीलाद्री"
"nilesh","निलेश"
"nilu","नीलू"
"nimesh","निमेश"
"nimla","निमला"
"nimmy","निम्मी"
"nipam","निपम"
"nipun","निपुण"
"niraj","निराज"
"nirbhay","निर्भय"
"nirja","निर्जा"
"nirjala","निर्जला"
"nirjla","निर्जला"
"nirma","निर्मा"
"nirmal","निर्मल"
"nirmala","निर्मला"
"nirmaljeet","निर्मलजीत"
"nirutma","निरुत्मा"
"nisa","निसा"
"nisar","निसार"
"nishal","निशाल"
"nishar","निशार"
"nishith","निशिथ"
"nishtha","निष्ठा"
"nishu","निशु"
"nita","नीता"
"nitam","नीतम"
"nitasha","निताशा"
"nitesh","नितेश"
"nithyanandham","निथ्यानंधम"
"nitika","नितिका"
"nitin","नितिन"
"nitish","नितीश"
"nitu","नीतू"
"njare","नजारे"
"noni","नोनी"
"noojo","नूजो"
"noor","नूर"
"noora","नूरा"
"nooralam","नूरअलम"
"nooralha","नूरअल्हा"
"noore","नूरे"
"noori","नूरी"
"noorin","नूरीन"
"noorjaha","नूरजहा"
"noorjahan","नूरजहाँ"
"noorjama","नूरजामा"
"noornabi","नूरनबी"
"nootan","नूतन"
"noreen","नोरीन"
"norti","नोर्ती"
"nosi","नोसी"
"not","नोट"
"novisha","नोविशा"
"nrendr","नरेंद्र"
"ntasha","नताशा"
"numesh","नुमेश"
"nur","नूर"
"nurbi","नुरबी"
"nusrant","नुसरांत"
"nusrat","नुसरत"
"nutan","नूतन"
"ojashvi","ओजश्वि"
"ojashwi","ओजश्वी"
"ojasvi","ओजस्वी"
"ojaswi","ओजस्वी"
"ojha","ओझा"
"om","ओं"
"oma","ओमा"
"ombeer","ओमबीर"
"ombir","ओमबीर"
"omeshkumar","ओमेशकुमार"
"omi","ओमी"
"omkara","ओंकारा"
"omkareshwar","ओंकारेश्वर"
"omparkash","ओमपरकाश"
"omparkesh","ओमपरकेश"
"omparsad","ओमपरसाद"
"omperkash","ओम्परकाश"
"omprakash","ओमप्रकाश"
"omprakesh","ओमप्रकेश"
"omprkash","ओमप्रकाश"
"omprkesh","ओमप्रकेश"
"omveer","ओमवीर"
"one","ओन"
"onginye","ओंगिनये"
"opendar","ओपेंदर"
"osier","ओसियर"
"ovaish","ओवैश"
"pabitra","पवित्रा"
"pabu","पाबू"
"pachuram","पचुराम"
"padam","पदम"
"padma","पद्मा"
"paka","पाका"
"pakhali","पाखली"
"palak","पलक"
"pallavi","पल्लवी"
"pallu","पल्लु"
"pallvi","पल्लवी"
"palvi","पल्वी"
"palvinder","पल्विंदर"
"pamjeet","पमजीत"
"pammi","पम्मी"
"pammy","पम्मी"
"pampa","पम्पा"
"panaj","पनाज"
"pancham","पंचम"
"panchhi","पंछी"
"panchi","पंछी"
"panchma","पंचमा"
"panchoo","पंचू"
"panchuram","पंचुराम"
"pancu","पंचु"
"pandey","पाण्डेय"
"pandit","पंडित"
"pandu","पंडू"
"pangita","पंगिता"
"pankaj","पंकज"
"pankaja","पंकज"
"pankajsheel","पंकजशील"
"pankuj","पंकुज"
"panmati","पनमति"
"panna","पन्ना"
"pannalal","पन्नालाल"
"papa","पापा"
"papp","पप्प"
"pappe","पप्पे"
"pappu","पप्पू"
"pappy","पप्पी"
"para","पारा"
"param","परम"
"paramjit","परमजीत"
"paramveer","परमवीर"
"paras","पारस"
"parash","पारश"
"parashram","पारश्रम"
"paratibha","पारतिभा"
"parbhat","पर्भात"
"parbhu","परभु"
"pardeshi","परदेशी"
"pardhuman","परधुमन"
"pareen","परीन"
"pareeti","परीति"
"parem","परेम"
"parerna","परेरना"
"parhalad","प्रहलाद"
"pari","परी"
"pariksha","परीक्षा"
"parinka","परिंका"
"parjinder","परजिंदर"
"parkash","पार्काश"
"parlad","पारलाद"
"parmanand","परमानंद"
"parmila","परमिला"
"parminder","परमिंदर"
"parmita","पर्मिता"
"parmod","परमोद"
"parmodh","परमोध"
"parnav","पर्णव"
"paro","परो"
"parsanjeet","परसंजीत"
"parshant","परशांत"
"parshotam","परशोतम"
"parshu","परशु"
"parsi","पारसी"
"parsuram","परसुराम"
"partab","परताब"
"partap","परताप"
"parth","पार्थ"
"partibha","पर्तिभा"
"partik","पर्तिक"
"partima","पर्तिमा"
"partul","परतुल"
"partyush","परत्युश"
"parvashi","पार्वशी"
"parvati","पार्वती"
"parveen","परवीन"
"parveena","परवीना"
"parvej","परवेज"
"parvesh","पर्वेश"
"parvin","पर्वीन"
"parvinder","परविंदर"
"paryanka","पर्यांका"
"pasanjeet","पसंजीत"
"patan","पातन"
"pataso","पतासो"
"patender","पतेन्द्र"
"patik","पाटिक"
"patil","पाटील"
"patras","पत्रस"
"patric","पैट्रिक"
"paul","पौल"
"pavitra","पवित्रा"
"pavnesh","पवनेश"
"payal","पायल"
"payana","पयना"
"pear","पियर"
"peenu","पीनू"
"peer","पीर"
"pemaram","पेमाराम"
"pera","पेरा"
"perdeep","परदीप"
"perkash","परकाश"
"perveen","परवीन"
"pervinder","परविंदर"
"phakir","फकीर"
"phalguni","फाल्गुनी"
"pharjana","फार्जना"
"phoola","फूला"
"phooli","फूली"
"phoolla","फूला"
"phoolmani","फूलमणि"
"phoolo","फूलो"
"phul","फूल"
"phulbi","फूलबी"
"pihu","पिहु"
"pinki","पिंकी"
"pinkoo","पिंकू"
"pinku","पिंकू"
"pinttu","पिंट्टू"
"pirmika","पिरमिका"
"piroj","पिरोज"
"pista","पिस्ता"
"pitika","पितिका"
"piuesh","पिएश"
"piyari","पियारी"
"piyus","पियूस"
"piyush","पियुष"
"poga","पोगा"
"pokhar","पोखर"
"poma","पोमा"
"poneem","पोनीम"
"pooja/varsha","पूजा/वर्षा"
"poojadevi","पूजा देवी"
"pool","पूल"
"pooran","पूरण"
"poornima","पूर्णिमा"
"popinder","पोपिंदर"
"poshetty","पोशेट्टी"
"prabhakar","प्रभाकर"
"prabhash","प्रभाश"
"prabhatilal","प्रभातीलाल"
"prabhatyashi","प्रभात्यशी"
"prabhav","प्रभाव"
"prabhjeet","प्रभजीत"
"prabhjit","प्रभजीत"
"prabhjot","प्रभजोत"
"prabhudayal","प्रभुदयाल"
"prableen","प्रबलीन"
"pradeep","प्रदीप"
"pradep","प्रदीप"
"praful","प्रफुल"
"pragati","प्रगति"
"prahlad","प्रहलाद"
"prakash","प्रकाश"
"prakhar","प्रखर"
"prakul","प्रकुल"
"pram","प्राम"
"pramal","प्रामल"
"pramatma","प्रामात्मा"
"prameela","प्रमीला"
"prami","प्रामी"
"pramil","प्रामिल"
"pramila","प्रमिला"
"pramjeet","प्रमजीत"
"pranav","प्रणव"
"pranavi","प्राणवि"
"pranay","प्रणय"
"pranita","प्रणिता"
"pranjal","प्रांजल"
"prankur","प्रांकुर"
"prannab","प्राणब"
"pransis","प्रांसिस"
"prasant","प्रसन्त"
"prasanta","प्रशांत"
"prashanat","प्रशानत"
"prashansa","प्रशंसा"
"prashant","प्रशांत"
"prateek","प्रतीक"
"pratha","प्रथा"
"prati","प्रति"
"pratibha","प्रतिभा"
"pratik","प्रतिक"
"pratiksha","प्रतिक्षा"
"pratima","प्रतिमा"
"pratul","प्रतुल"
"praveen","प्रवीण"
"praveena","प्रवीणा"
"pravendra","प्रवेन्द्र"
"pravin","प्रवीण"
"pravindra","प्रविंद्र"
"prdeep","प्रदीप"
"pree","प्री"
"preena","प्रीना"
"preetam","प्रीतम"
"preeti","प्रीति"
"preety","प्रीती"
"prema","प्रेमा"
"premi","प्रेमी"
"premjit","प्रेमजीत"
"premla","प्रेमला"
"premlata","प्रेमलता"
"premnarayan","प्रेमनारायण"
"prete","प्रेते"
"prhalad","प्रहलाद"
"prince","प्रिंस"
"prinkaya","प्रिंकाया"
"prinkya","प्रिंक्या"
"prinsh","प्रिंश"
"prisha","प्रीषा"
"pritam","प्रीतम"
"prithvi","पृथ्वी"
"priti","प्रीति"
"pritibha","प्रीतिभा"
"prittam","प्रीत्तम"
"prity","प्रीती"
"priya","प्रिया"
"priyak","प्रियक"
"priyaka","प्रियका"
"priyaki","प्रियकी"
"priyanka","प्रियंका"
"priyansi","प्रियांसी"
"priyansu","प्रियांसु"
"prkesh","परकेश"
"promila","प्रोमिला"
"prsant","प्रसंत"
"prya","प्र्या"
"pryanika","प्र्यानिका"
"pryanka","प्र्यंका"
"puja","पूजा"
"pujja","पूजा"
"pukharam","पुखाराम"
"pulita","पुलिता"
"pulkit","पुल्कित"
"punam","पूनम"
"puneet","पुनीत"
"punia","पूनिया"
"punit","पुनीत"
"punita","पुनीता"
"punnet","पुन्नेट"
"punni","पुन्नी"
"puran","पुराण"
"puranmal","पुराणमल"
"purnmal","पूर्णमल"
"purva","पूर्वा"
"pusgpender","पुस्ग्पेंडर"
"pushank","पुषंक"
"pushapa","पुषपा"
"pushpa","पुष्पा"
"pushpan","पुष्पन"
"pushpanjali","पुष्पांजलि"
"pushpendr","पुष्पेंद्र"
"pushpendra","पुष्पेन्द्र"
"puskar","पुष्कर"
"puspa","पुष्पा"
"puspak","पुष्पक"
"puspendar","पुष्पेंद्र"
"puspender","पुष्पेंद्र"
"puspha","पुष्पा"
"putulu","पुतुलु"
"pyare","प्यारे"
"pyarelal","प्यारेलाल"
"pyari","प्यारी"
"qadim","क़दीम"
"qadir","क़ादिर"
"qadri","क़ादरी"
"qadriya","क़द्रिया"
"qais","क़ैस"
"qaisar","क़ैसर"
"qamar","क़मर"
"qamaruddin","कमरुद्दीन"
"qasim","क़ासिम"
"qazi","क़ाज़ी"
"rabhida","रभिदा"
"rabin","रबीन"
"rabina","रबिना"
"rabpreet","रबप्रीत"
"rachana","रचना"
"rachna","रचना"
"rachnu","रचनु"
"rachpreet","रचप्रीत"
"radat","रदत"
"radesyam","रादेश्यम"
"radha","राधा"
"radhab","राधाब"
"radhamohan","राधामोहन"
"radhe","राधे"
"radhesayam","राधेश्याम"
"radheshyam","राधेश्याम"
"radhey","राधेय"
"radhyshyam","राध्यश्याम"
"radikha","राधिका"
"rafat","रफत"
"rafi","रफ़ी"
"rafiq","रफ़ीक"
"raghbir","रघबीर"
"raghu","रघु"
"raghubeer","रघुबीर"
"raghunandan","रघुनंदन"
"raghuveer","रघुवीर"
"raghuvir","रघुवीर"
"ragib","रगीब"
"ragina","रगिना"
"ragni","रागनी"
"rahi","राही"
"rahil","राहिल"
"rahila","राहिला"
"rahim","रहीम"
"rahimuddin","रहीमुद्दीन"
"rahimun","रहीमुन"
"rahina","रहिना"
"rahish","रहिश"
"rahishudeen","रहीशुद्दीन"
"rahisuddin","रहिसुद्दीन"
"rahnuma","रहनुमा"
"rai","राय"
"rainu","राईनू"
"raisha","रैशा"
"raishma","राइश्मा"
"raisuddin","राईसुद्दीन"
"rajam","राजम"
"rajan","राजन"
"rajani","रजनी"
"rajanti","राजंति"
"rajaram","राजाराम"
"rajat","राजत"
"rajbala","राजबाला"
"rajbeer","राजबीर"
"rajbir","राजबीर"
"rajbiri","राजबीरी"
"rajdev","राजदेव"
"rajdut","राजदूत"
"rajeena","राजीना"
"rajeev","राजीव"
"rajend","राजेंद"
"rajendar","राजेंद्र"
"rajender","राजेंदर"
"rajenderi","राजेंद्री"
"rajesh","राजेश"
"rajeshvr","राजेश्वर"
"rajeshwari","राजेश्वरी"
"rajia","राजिया"
"rajibul","राजिबुल"
"rajina","राजिना"
"rajinder","राजिन्दर"
"rajinikanth","रजनीकांत"
"rajit","राजीत"
"rajiv","राजीव"
"rajjit","राज्जीत"
"rajkaranta","राजकारंत"
"rajkiran","राजकिरण"
"rajkumar","राजकुमार"
"rajkumari","राजकुमारी"
"rajkumarm","राजकुमारम"
"rajl","राजल"
"rajmani","राजमणि"
"rajna","रजना"
"rajnesh","रजनेश"
"rajni","रजनी"
"rajnish","रजनीश"
"rajo","राजो"
"rajpal","राजपाल"
"rajputra","राजपुत्र"
"rajrani","राजरानी"
"rajshree","राजश्री"
"raju,","राजू"
"rajveer","राजवीर"
"rajvir","राजवीर"
"rakeeba","राकीबा"
"rakhee","राखी"
"rakhi","राखी"
"rakho","रखो"
"rakki","रक्की"
"ram","राम"
"rama","रामा"
"ramaiya","रामैया"
"ramakant","रामकांत"
"raman","रामन"
"ramanand","रामानंद"
"ramavtar","रामावतार"
"ramba","राम्बा"
"rambhajan","रामभजन"
"rambharos","रामभरोस"
"rambhool","रामभूल"
"rambhul","रामभूल"
"rambrij","रामब्रिज"
"ramchandr","रामचंद्र"
"ramchandra","रामचंद्र"
"ramdas","रामदास"
"ramdev","रामदेव"
"ramdhan","रामधन"
"ramdhani","रामधनी"
"ramdhin","रामधीन"
"ramdin","रामदीन"
"ramdulari","रामदुलारी"
"ramdutt","रामदत्त"
"ramdyal","रामद्याल"
"rame","रमें"
"rameh","रमेह"
"ramender","रामेन्द्र"
"ramesh","रमेश"
"ramhetu","रामहेतु"
"ramila","रामिला"
"raminder","रामिंदर"
"ramjan","रामजन"
"ramjanam","रामजनम"
"ramjani","रामजनी"
"ramjanki","रामजनकी"
"ramjeet","रामजीत"
"ramji","रामजी"
"ramkanya","रामकन्या"
"ramkaran","रामकरण"
"ramkesh","रामकेश"
"ramkiashan","रामकिआशन"
"ramkish","रामकिश"
"ramkishan","रामकिशन"
"ramkumari","रामकुमारी"
"ramlakhan","रामलखन"
"rammurti","राममूर्ति"
"ramnath","रामनाथ"
"ramnihor","रामनिहोर"
"ramotar","रामोतार"
"rampaal","रामपाल"
"rampal","रामपाल"
"rampati","रामपति"
"rampayari","रामपयारी"
"ramphal","रामफल"
"ramprasad","रामप्रसाद"
"ramsagar","रामसागर"
"ramsati","रामसती"
"ramsem","रामसेम"
"ramsurat","रामसुरत"
"ramtek","रामटेक"
"ramu","रामु"
"ramvati","रामवती"
"ramveer","रामवीर"
"ramvihar","रामविहार"
"ran","रान"
"rana","राणा"
"ranbir","रणबीर"
"randeep","रंदीप"
"randheer","रंधीर"
"randhir","रंधीर"
"rani","रानी"
"ranipal","रानीपाल"
"ranita","रनीता"
"ranjan","रंजन"
"ranjay","रणजय"
"ranjeeta","रणजीता"
"ranjna","रंजना"
"ranju","रणजू"
"ranki","रंकी"
"ranpal","रणपाल"
"rantesh","रंटेश"
"ranveer","रणवीर"
"rasab","रसाब"
"raseel","रसील"
"rashi","राशि"
"rashida","रशीदा"
"rashika","राशिका"
"rashmi","रश्मि"
"rashmita","रश्मिता"
"rasid","रासिद"
"rasida","रसीदा"
"rasmi","रस्मि"
"raspal","रसपाल"
"rasul","रसूल"
"ratan","रतन"
"ratani","रतनी"
"rathan","रथन"
"rati","रति"
"ratikant","रतिकांत"
"ratiman","रतिमन"
"ratmo","रतमो"
"ratnesh","रत्नेश"
"ratni","रत्नी"
"rattan","रत्तन"
"ratul","रतुल"
"rauf","रौफ"
"raunaf","रौनफ"
"raveena","रवीना"
"ravena","रवेना"
"ravi","रवि"
"ravidutt","रविदत्त"
"ravikant","रविकांत"
"ravina","रविना"
"ravinath","रविनाथ"
"ravinda","रविंद"
"ravinder","रविंदर"
"ravindera","रविंदरा"
"ravindr","रविंद्र"
"raviraj","रविराज"
"ravishankar","रविशंकर"
"ravita","रविता"
"rebecca","रेबेका"
"redhema","रेधेमा"
"reemi","रीमी"
"reena","रीना"
"reenu","रीनू"
"reeta","रीता"
"reetima","रीतिमा"
"reetu","रीतू"
"rehaan","रेहान"
"rehana","रेहाना"
"rehman","रहमान"
"rehmat","रहमत"
"rejaul","रेजौल"
"reka","रेका"
"rekha","रेखा"
"rena","रेना"
"rennu","रेन्नू"
"renuka","रेणुका"
"repu","रेपु"
"resham","रेशम"
"reshama","रेशमा"
"reshami","रेशमी"
"reshma","रेश्मा"
"reshmi","रेश्मी"
"resmi","रेस्मी"
"revndrshing","रविंद्रसिंह"
"revti","रेवती"
"richa","रिचा"
"richaraj","रिचराज"
"richard","रिचर्ड"
"ridhakaran","रिधाकरण"
"ridhima","रिधिमा"
"rihaan","रिहान"
"rihan","रिहान"
"riju","रिजू"
"rijul","रिजुल"
"rijvan","रिजवान"
"rikkenchi","रिक्केंची"
"rima","रीमा"
"rimasha","रीमाशा"
"rimjhim","रिमझिम"
"rimpy","रिम्पी"
"rina","रिना"
"rina/","रिना/"
"rinesh","रिनेश"
"rinju","रिंजू"
"rinkal","रिंकल"
"rinke","रिंके"
"rinki","रिंकी"
"rinku","रिंकू"
"rinky","रिंकी"
"risabh","रिसाभ"
"rishab","रिषभ"
"rishabh","रिषभ"
"rishi","रिषि"
"rishipal","रिषिपाल"
"rishiraj","रिषिराज"
"rishu","रिशु"
"rita","रीता"
"ritesh","रितेश"
"rithik","रिथिक"
"riti","रिति"
"ritik","रितिक"
"ritika","रितिका"
"ritu","रितु"
"ritunjay","रितुंजय"
"rituraj","रितुराज"
"riya","रिया"
"riyajuddin","रियाजुद्दीन"
"riyajudhin","रियाजुद्धीन"
"riyajudin","रियाजुद्दीन"
"riyajul","रियाजुल"
"riyasat","रियासत"
"rma","रमा"
"robert","रॉबर्ट"
"robi","रोबी"
"robin","रोबिन"
"rocky","रॉकी"
"rohaan","रोहान"
"rohan","रोहन"
"rohil","रोहिल"
"rohila","रोहिला"
"rohini","रोहिणी"
"rohit","रोहित"
"rohitash","रोहिताश"
"rohtash","रोहिताश"
"rohthash","रोहिताश"
"roji","रोजी"
"rojmen","रोजमें"
"rojmeri","रोजमेरी"
"roma","रोमा"
"ronak","रोनक"
"roop","रूप"
"roopa","रूपा"
"roopali","रूपाली"
"roopam","रूपम"
"roopnarayan","रूपनारायण"
"roopsingh","रूपसिंह"
"rosan","रोसन"
"roshan","रोशन"
"roshanara","रोशनारा"
"roshini","रोशनी"
"rosina","रोसीना"
"rosy","रोसी"
"rubal","रूबल"
"rubbi","रुब्बी"
"rubbina","रुबीना"
"rubey","रूबेय"
"rubi","रूबी"
"rubiya","रूबिया"
"rubjaan","रूबजान"
"rubo","रूबो"
"ruchendra","रुचेंद्र"
"ruchi","रुचि"
"ruchika","रुचिका"
"ruchit","रुचित"
"ruckmani","रुक्कमणि"
"rudhra","रुध्रा"
"rudmal","रुद्मल"
"ruhhena","रुहेना"
"ruhi","रूही"
"rukhsar","रुखसार"
"rukhsna","रुखसना"
"rukiya","रुकिया"
"ruksaar","रुकसार"
"ruksar","रुकसार"
"rukshan","रुक्षान"
"rukshana","रुकशाना"
"ruksin","रुक्सीन"
"rumal","रुमाल"
"rumeet","रूमीत"
"rupa","रूपा"
"rupak","रूपक"
"rupal","रूपल"
"rupali","रूपाली"
"rupam","रूपम"
"rupanjali","रूपांजलि"
"rupender","रूपेन्द्र"
"rupendra","रूपेंद्र"
"rupesh","रूपेश"
"rupinder","रूपिन्दर"
"ruplal","रूपलाल"
"ruppa","रूप्पा"
"rusan","रूसन"
"rustam","रुस्तम"
"rvina","रविना"
"rvindra","रविंद्र"
"s/o","पुत्र"
"saana","साना"
"saanu","सानू"
"sabanam","सबानाम"
"sabba","सब्बा"
"sabbir","सब्बीर"
"sabbo","सब्बो"
"sabbu","सब्बु"
"sabeena","सबीना"
"sabeer","सबीर"
"sabhya","सभ्य"
"sabid","साबिद"
"sabila","सबीला"
"sabina","सबीना"
"sabir","साबिर"
"sabita","सबिता"
"sablu","साबलु"
"sabna","सबना"
"sabnam","साबनाम"
"sabra","साब्रा"
"sabrajeet","सब्रजीत"
"sabreen","साब्रीन"
"sabrina","साब्रिना"
"sachdev","सचदेव"
"sachi","साची"
"sachidanand","सचिदानंद"
"sachit","सचित"
"sadabkhura","सादबखुरा"
"sadabrij","सादब्रिज"
"saddham","सद्धाम"
"saddiq","सद्दीक"
"sadhana","साधना"
"sadhna","साधना"
"sadhu","साधु"
"sadhv","साध्व"
"sadhvi","साध्वी"
"sadhya","साध्य"
"sadip","सादीप"
"sadiq","सादिक"
"sadiya","सादिया"
"sadod","सदोद"
"sadre","सादरे"
"sadur","सादुर"
"safali","सफली"
"safe","सेफ"
"safia","सफिया"
"safika","सफीका"
"safila","सफिला"
"safiya","सफिया"
"sagar","सागर"
"sagir","सागीर"
"sagiran","सागिरान"
"sagit","सागित"
"sagita","सागिता"
"sahab","साहब"
"sahabbudin","साहबबुदीन"
"sahabudeen","साहबुदीन"
"sahajaha","सहजहा"
"sahajha","सहजहा"
"sahana","सहना"
"sahanaj","साहानज"
"sahar","सहर"
"sahbaj","सहबाज"
"sahbuddin","साहबुद्दीन"
"sahdev","सहदेव"
"saheen","साहीन"
"sahib","साहिब"
"sahiba","साहिबा"
"sahid","साहिद"
"sahida","साहिदा"
"sahil","साहिल"
"sahin","साहिन"
"sahina","साहिना"
"sahira","साहिरा"
"sahishta","साहिष्टा"
"sahista","साहिस्टा"
"sahjad","साहजाद"
"sahkir","साहकीर"
"sahlesh","साहलेश"
"sahna","सहना"
"sahnabaj","साहनाबज"
"sahnara","साहनारा"
"sahni","साहनी"
"sahrik","साहरिक"
"sahrukh","साहरुख"
"sahrul","साहरुल"
"sai","साई"
"said","साईद"
"saida","सैदा"
